campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature (C),Output (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous
4,23,110,110,0,32.84390244,0,0.27,33.11390244,0.196,1682,27.202,16672.28715,16587.28996,3765,272,3765,3766,273,3766,14.83745455,0.00163993,0,5.527777922,5.472222373,34.43414634,28.29,9047.612705,9093.974809
4,24,110,115,0,38.05853659,0,0.347,38.40553659,0.174,1680,31.555,16587.28996,18496.2788,3766,273,3766,3750,275,3750,16.46347826,0.001706019,0,5.472222373,5.416666824,33.11390244,27.202,9650.232417,9047.612705
4,25,115,150,0,36.75487805,0,0.327,37.08187805,0.255,1687,30.466,18496.2788,19654.28685,3750,275,3750,3723,275,3723,12.1864,0.001550094,0,5.416666824,5.361111275,38.40553659,31.555,7861.71474,9650.232417
4,26,150,125,0,36.72682927,0,0.35,37.07682927,0.224,1686,30.466,19654.28685,18878.28737,3723,275,3723,3740,275,3740,14.62368,0.001613812,0,5.361111275,5.305555725,37.08187805,30.466,9061.577938,7861.71474
4,27,125,120,0,35.40609756,0,0.345,35.75109756,0.199,1687,29.378,18878.28737,18557.28939,3740,275,3740,3721,276,3721,14.689,0.001583098,0,5.305555725,5.250000176,37.07682927,30.466,9278.644695,9061.577938
4,28,120,135,0,35.36341463,0,0.38,35.74341463,0.194,1695,29.378,18557.28939,18752.30056,3721,276,3721,3717,277,3717,13.05688889,0.001566634,0,5.250000176,5.194444627,35.75109756,29.378,8334.355804,9278.644695
4,29,135,135,0,33.36097561,0,0.39,33.75097561,0.254,1689,27.746,18752.30056,18913.28287,3717,277,3717,3667,276,3667,12.33155556,0.001467011,0,5.194444627,5.138889078,35.74341463,29.378,8405.903498,8334.355804
4,30,135,180,0,38.04878049,0,0.355,38.40378049,0.195,1685,31.555,18913.28287,19542.2955,3667,276,3667,3643,278,3643,10.51833333,0.001614703,0,5.138889078,5.083333529,33.75097561,27.746,6514.0985,8405.903498
4,31,180,110,0,35.41219512,0,0.34,35.75219512,0.21,1680,29.378,19542.2955,17659.29207,3643,278,3643,3627,279,3627,16.02436364,0.0016636,0,5.083333529,5.02777798,38.40378049,31.555,9632.341129,6514.0985
4,32,110,110,0,35.34146341,0,0.4,35.74146341,0.198,1685,29.38,17659.29207,18217.3628,3627,279,3627,3583,280,3583,16.02545455,0.001612747,0,5.02777798,4.972222431,35.75219512,29.378,9936.743345,9632.341129
4,33,110,110,0,35.42073171,0,0.335,35.75573171,0.259,1687,29.38,18217.3628,17580.4044,3583,280,3583,3518,281,3518,16.02545455,0.001671179,0,4.972222431,4.916666882,35.74146341,29.38,9589.311491,9936.743345
4,34,110,110,0,35.74390244,0,0.07,35.81390244,0.213,300,29.38,17580.4044,17640.3396,3518,281,3518,3556,282,3556,16.02545455,0.001665501,0,4.916666882,4.861111333,35.75573171,29.38,9622.003418,9589.311491
4,35,110,110,0,35.42073171,0,0.335,35.75573171,0.201,1670,29.38,17640.3396,17006.3192,3556,282,3556,3504,282,3504,16.02545455,0.001727593,0,4.861111333,4.805555784,35.81390244,29.38,9276.174109,9622.003418
4,36,110,140,0,38.71341463,0,0.355,39.06841463,0.201,1690,32.1,17006.3192,19483.416,3504,282,3504,3489,284,3489,13.75714286,0.001647555,0,4.805555784,4.750000235,35.75573171,29.38,8350.035429,9276.174109
4,37,140,140,0,39.3402439,0,0.381,39.7212439,0.266,1689,32.64,19483.416,19307.5392,3489,284,3489,3402,285,3402,13.98857143,0.001690531,0,4.750000235,4.694444686,39.06841463,32.1,8274.659657,8350.035429
4,38,140,140,0,36.7195122,0,0.36,37.0795122,0.197,1681,30.47,19307.5392,18778.661,3402,285,3402,3364,287,3364,13.05857143,0.001622586,1,4.694444686,4.638889137,39.7212439,32.64,8047.997571,8274.659657
4,39,140,120,0,36.63902439,0,0.426,37.06502439,0.256,1679,30.47,18778.661,18191.5041,3364,287,3364,3486,301,3486,15.235,0.001674958,2,4.638889137,4.583333588,37.0795122,30.47,9095.75205,8047.997571
4,40,120,185,0,40.67926829,0,0.373,41.05226829,0.25,1690,33.73,18191.5041,20463.6537,3486,301,3486,3578,311,3578,10.93945946,0.001648288,3,4.583333588,4.527778039,37.06502439,30.47,6636.860659,9095.75205
4,41,185,165,2,38.3,0,0.364,40.664,0.181,1685,33.73,20463.6537,19324.5916,3578,311,3578,3657,322,3657,12.26545455,0.001745444,5,4.527778039,4.47222249,41.05226829,33.73,7027.124218,6636.860659
4,42,165,110,4,29.92195122,0,0.374,34.29595122,0.202,1689,28.83,19324.5916,17711.7105,3657,322,3657,3397,303,3397,15.72545455,0.001627737,2,4.47222249,4.416666941,40.664,33.73,9660.933,7027.124218
4,43,110,185,1,39.25,0,0.565,40.815,0.222,1690,33.73,17711.7105,20874.4851,3397,303,3397,3431,314,3431,10.93945946,0.001615848,0,4.416666941,4.361111392,34.29595122,28.83,6770.103276,9660.933
4,44,185,165,1,39.26829268,0,0.55,40.81829268,0.252,1687,33.73,20874.4851,20793.5331,3431,314,3431,3356,316,3356,12.26545455,0.001622139,3,4.361111392,4.305555843,40.815,33.73,7561.284764,6770.103276
4,45,165,130,4,31.9695122,0,0.335,36.3045122,0.207,1687,30.47,20793.5331,18866.7193,3356,316,3356,3402,323,3402,14.06307692,0.001615013,4,4.305555843,4.250000294,40.81829268,33.73,8707.7166,7561.284764
4,46,130,145,4,31.79878049,0,0.475,36.27378049,0.202,1700,30.47,18866.7193,18756.4179,3402,323,3402,3400,330,3400,12.60827586,0.001624511,5,4.250000294,4.194444745,36.3045122,30.47,7761.276372,8707.7166
4,47,145,120,3,30.45,0,0.381,33.831,0.256,1685,28.29,18756.4179,18058.0728,3400,330,3400,3517,343,3517,14.145,0.001566612,6,4.194444745,4.138889196,36.27378049,30.47,9029.0364,7761.276372
4,48,120,105,4,30.42560976,0,0.511,34.93660976,0.275,1689,29.38,18058.0728,16958.136,3517,343,3517,3529,342,3529,16.78857143,0.001732502,6,4.138889196,4.083333647,33.831,28.29,9690.363429,9029.0364
4,49,105,125,5,31.87195122,0,0.525,37.39695122,0.212,1690,31.56,16958.136,19300.2024,3529,342,3529,3394,356,3394,15.1488,0.001635216,7,4.083333647,4.027778098,34.93660976,29.38,9264.097152,9690.363429
4,50,125,125,3,34.37317073,0,0.434,37.80717073,0.211,1687,31.56,19300.2024,17959.8492,3394,356,3394,3360,356,3360,15.1488,0.001757253,7,4.027778098,3.972222549,37.39695122,31.56,8620.727616,9264.097152
4,51,125,125,5,31.95121951,0,0.46,37.41121951,0.262,1690,31.56,17959.8492,18601.1484,3360,356,3360,3438,356,3438,15.1488,0.001696669,8,3.972222549,3.916667,37.80717073,31.56,8928.551232,8620.727616
5,1,0,95,0,34.37804878,0,0.1,34.47804878,0.224,1666,28.29,0,12071.0601,0,0,0,3740,265,3740,17.86736842,0.002343622,0,6.75,6.685606068,0,0,7623.827432,8928.551232
5,2,95,125,0,33.73170732,0,0.63,34.36170732,0.224,1662,28.29,12071.0601,19056.9927,3740,265,3740,3724,265,3724,13.5792,0.001484494,0,6.685606068,6.621212136,34.47804878,28.29,9147.356496,7623.827432
5,3,125,125,0,35.18658537,0,0.525,35.71158537,0.24,1666,29.378,19056.9927,18513.13426,3724,265,3724,3740,277,3740,14.10144,0.001586873,0,6.621212136,6.556818205,34.36170732,28.29,8886.304445,9147.356496
5,4,125,115,0,35.17439024,0,0.535,35.70939024,0.227,1667,29.378,18513.13426,17585.08324,3740,277,3740,3733,276,3733,15.32765217,0.00167062,0,6.556818205,6.492424273,35.71158537,29.378,9174.826038,8886.304445
5,5,115,120,0,31.95487805,0,0.455,32.40987805,0.256,1676,26.658,17585.08324,17680.9185,3733,276,3733,3697,266,3697,13.329,0.001507727,0,6.492424273,6.428030341,35.70939024,29.378,8840.45925,9174.826038
5,6,120,120,0,34.01829268,0,0.395,34.41329268,0.195,1668,28.29,17680.9185,18318.9066,3697,266,3697,3692,269,3692,14.145,0.001544306,0,6.428030341,6.363636409,32.40987805,26.658,9159.4533,8840.45925
5,7,120,120,0,29.88170732,0,0.523,30.40470732,0.227,1651,25.026,18318.9066,17842.03644,3692,269,3692,3651,268,3651,12.513,0.001402643,0,6.363636409,6.299242477,34.41329268,28.29,8921.01822,9159.4533
5,8,120,115,0,31.18170732,0,0.545,31.72670732,0.257,1678,26.114,17842.03644,16042.87476,3651,268,3651,3651,268,3651,13.62469565,0.001627763,0,6.299242477,6.234848545,30.40470732,25.026,8370.195527,8921.01822
5,9,115,125,0,36.46829268,0,0.562,37.03029268,0.246,1679,30.466,16042.87476,18878.86622,3651,268,3651,3640,269,3640,14.62368,0.001613762,0,6.234848545,6.170454614,31.72670732,26.114,9061.855786,8370.195527
5,10,125,115,0,35.16829268,0,0.54,35.70829268,0.263,1685,29.378,18878.86622,17939.08814,3640,269,3640,3619,269,3619,15.32765217,0.001637653,0,6.170454614,6.106060682,37.03029268,30.466,9359.524247,9061.855786
5,11,115,125,0,33.83536585,0,0.545,34.38036585,0.244,1665,28.29,17939.08814,17505.0033,3619,269,3619,3575,270,3575,13.5792,0.001616109,0,6.106060682,6.04166675,35.70829268,29.378,8402.401584,9359.524247
5,12,125,120,0,33.15365854,0,0.56,33.71365854,0.273,1665,27.746,17505.0033,17364.00172,3575,270,3575,3581,270,3581,13.873,0.001597904,0,6.04166675,5.977272818,34.38036585,28.29,8682.00086,8402.401584
5,13,120,130,0,36.49512195,0,0.54,37.03512195,0.259,1665,30.466,17364.00172,19082.98842,3581,270,3581,3580,270,3580,14.06123077,0.0015965,0,5.977272818,5.912878886,33.71365854,27.746,8807.533117,8682.00086
5,14,130,120,0,31.19390244,0,0.535,31.72890244,0.25,1665,26.114,19082.98842,17519.8826,3580,270,3580,3553,271,3553,13.057,0.001490535,0,5.912878886,5.848484955,37.03512195,30.466,8759.9413,8807.533117
5,15,120,115,0,32.50853659,0,0.545,33.05353659,0.191,1658,27.202,17519.8826,17237.9074,3553,271,3553,3477,272,3477,14.19234783,0.001578034,0,5.848484955,5.784091023,31.72890244,26.114,8993.690817,8759.9413
5,16,115,110,0,32.52682927,0,0.53,33.05682927,0.258,1676,27.202,17237.9074,16663.9452,3477,272,3477,3480,272,3480,14.83745455,0.001632387,0,5.784091023,5.719697091,33.05353659,27.202,9089.424655,8993.690817
5,17,110,130,0,33.74390244,0,0.62,34.36390244,0.304,1673,28.29,16663.9452,18638.0178,3480,272,3480,3473,273,3473,13.05692308,0.001517865,0,5.719697091,5.655303159,33.05682927,27.202,8602.162062,9089.424655
5,18,130,110,0,32.67682927,0,0.407,33.08382927,0.253,1673,27.202,18638.0178,16616.88574,3473,273,3473,3498,272,3498,14.83745455,0.00163701,0,5.655303159,5.590909227,34.36390244,28.29,9063.755858,8602.162062
5,19,110,120,0,33.73902439,0,0.624,34.36302439,0.221,1681,28.29,16616.88574,17564.9781,3498,272,3498,3394,275,3394,14.145,0.001610591,0,5.590909227,5.526515295,33.08382927,27.202,8782.48905,9063.755858
5,20,120,130,0,35.19878049,0,0.515,35.71378049,0.246,1690,29.378,17564.9781,18306.9007,3394,275,3394,3399,280,3399,13.55907692,0.00160475,1,5.526515295,5.462121364,34.36302439,28.29,8449.338785,8782.48905
5,21,130,120,0,35.13170732,0,0.57,35.70170732,0.244,1692,29.378,18306.9007,17650.88996,3399,280,3399,3514,290,3514,14.689,0.001664392,1,5.462121364,5.397727432,35.71378049,29.378,8825.44498,8449.338785
5,22,120,125,0,35.11341463,0,0.585,35.69841463,0.253,1679,29.378,17650.88996,17781.0345,3514,290,3514,3296,278,3296,14.10144,0.00165221,0,5.397727432,5.3333335,35.70170732,29.378,8534.89656,8825.44498
5,23,125,105,0,31.18780488,0,0.54,31.72780488,0.25,1667,26.114,17781.0345,15824.03944,3296,278,3296,3381,280,3381,14.92228571,0.001650274,1,5.3333335,5.268939568,35.69841463,29.378,9042.308251,8534.89656
5,24,105,130,0,36.50365854,0,0.533,37.03665854,0.25,1678,30.466,15824.03944,18686.93042,3381,280,3381,3428,291,3428,14.06123077,0.001630337,2,5.268939568,5.204545636,31.72780488,26.114,8624.737117,9042.308251
5,25,130,120,0,33.84146341,0,0.54,34.38146341,0.229,1645,28.29,18686.93042,17340.0726,3428,291,3428,3338,293,3338,14.145,0.001631481,2,5.204545636,5.140151705,37.03665854,30.466,8670.0363,8624.737117
5,26,120,120,0,31.24878049,0,0.49,31.73878049,0.272,1655,26.114,17340.0726,16059.06544,3338,293,3338,3428,279,3428,13.057,0.001626122,1,5.140151705,5.075757773,34.38146341,28.29,8029.53272,8670.0363
5,27,120,125,0,32.53292683,0,0.525,33.05792683,0.254,1690,27.202,16059.06544,17684.0202,3428,279,3428,3338,293,3338,13.05696,0.001538225,2,5.075757773,5.011363841,31.73878049,26.114,8488.329696,8029.53272
5,28,125,175,0,35.11341463,0,0.585,35.69841463,0.222,1679,29.378,17684.0202,20492.91768,3338,293,3338,3371,306,3371,10.07245714,0.001433568,3,5.011363841,4.946969909,33.05792683,27.202,7026.143205,8488.329696
5,29,175,120,7,24.9402439,0,0.435,32.3752439,0.207,1679,27.746,20492.91768,17246.9136,3371,306,3371,3494,317,3494,13.873,0.001608752,5,4.946969909,4.882575977,35.69841463,29.378,8623.4568,7026.143205
5,30,120,125,0,35.35121951,0,0.39,35.74121951,0.242,1690,29.378,17246.9136,17768.10818,3494,317,3494,3326,308,3326,14.10144,0.001653412,3,4.882575977,4.818182045,32.3752439,27.746,8528.691926,8623.4568
5,31,125,125,0,36.66585366,0,0.4,37.06585366,0.228,1652,30.466,17768.10818,17886.89326,3326,308,3326,3063,309,3063,14.62368,0.001703258,3,4.818182045,4.753788114,35.74121951,29.378,8585.708765,8528.691926
5,32,125,120,0,35.4,0,0.35,35.75,0.251,1685,29.378,17886.89326,17862.99912,3063,309,3063,3341,314,3341,14.689,0.001644629,4,4.753788114,4.689394182,37.06585366,30.466,8931.49956,8585.708765
5,33,120,125,0,35.30487805,0,0.43,35.73487805,0.293,1671,29.38,17862.99912,18121.2902,3341,314,3341,3381,320,3381,14.1024,0.001621297,5,4.689394182,4.62500025,35.75,29.378,8698.219296,8931.49956
5,34,125,240,0,32.52682927,0,0.528,33.05482927,0.245,1667,27.2,18121.2902,18789.488,3381,320,3381,3277,313,3277,6.8,0.001447618,4,4.62500025,4.560606318,35.73487805,29.38,4697.372,8698.219296
5,35,240,115,0,32.64268293,0,0.433,33.07568293,0.208,1689,27.2,18789.488,16001.76,3277,313,3277,3537,326,3537,14.19130435,0.001699813,6,4.560606318,4.496212386,33.05482927,27.2,8348.744348,4697.372
5,36,115,110,0,31.31707317,0,0.43,31.74707317,0.227,1687,26.11,16001.76,16119.5307,3537,326,3537,3367,320,3367,14.24181818,0.001619774,5,4.496212386,4.431818455,33.07568293,27.2,8792.471291,8348.744348
5,37,110,115,0,36.00609756,0,0.395,36.40109756,0.211,1655,29.92,16119.5307,17616.896,3367,320,3367,3443,342,3443,15.61043478,0.00169837,7,4.431818455,4.367424523,31.74707317,26.11,9191.424,8792.471291
5,38,115,170,4,34.54878049,0,0.39,38.93878049,0.245,1671,32.64,17616.896,21254.1888,3443,342,3443,3397,344,3397,11.52,0.001535697,7,4.367424523,4.303030591,36.40109756,29.92,7501.4784,9191.424
5,39,170,150,2,36.89634146,0,0.425,39.32134146,0.219,1681,32.64,21254.1888,20736.192,3397,344,3397,3371,345,3371,13.056,0.001574059,7,4.303030591,4.238636659,38.93878049,32.64,8294.4768,7501.4784
5,40,150,130,2,35.51463415,0,0.478,37.99263415,0.224,1691,31.56,20736.192,19964.2248,3371,345,3371,3515,360,3515,14.56615385,0.001580828,8,4.238636659,4.174242727,39.32134146,32.64,9214.2576,8294.4768
5,41,130,115,3,27.74756098,0,0.417,31.16456098,0.26,1660,26.11,19964.2248,16813.5345,3515,360,3515,3381,342,3381,13.6226087,0.001552916,7,4.174242727,4.109848795,37.99263415,31.56,8772.27887,9214.2576
5,42,115,115,3,26.42926829,0,0.418,29.84726829,0.195,1687,25.03,16813.5345,17152.8087,3381,342,3381,3554,342,3554,13.05913043,0.001459236,7,4.109848795,4.045454864,31.16456098,26.11,8949.291496,8772.27887
5,43,115,110,3,24.48780488,0,0.37,27.85780488,0.193,1663,23.39,17152.8087,15356.4706,3554,342,3554,3554,310,3554,12.75818182,0.001523136,5,4.045454864,3.981060932,29.84726829,25.03,8376.256691,8949.291496
5,44,110,150,0,39.23902439,0,0.464,39.70302439,0.201,1685,32.64,15356.4706,20157.1584,3554,310,3554,3349,366,3349,13.056,0.001619276,8,3.981060932,3.916667,27.85780488,23.39,8062.86336,8376.256691
6,1,0,95,0,34.43902439,0,0.05,34.48902439,0.208,1690,28.29,0,9547.0263,0,0,0,3747,258,3747,17.86736842,0.002963226,0,6.75,6.696540887,0,0,6029.700821,8062.86336
6,2,95,110,2,28.99268293,0,0.38,31.37268293,0.223,1665,26.114,9547.0263,16165.8717,3747,258,3747,3746,258,3746,14.244,0.001615378,0,6.696540887,6.643081774,34.48902439,28.29,8817.7482,6029.700821
6,3,110,110,2,30.32560976,0,0.375,32.70060976,0.229,1675,27.202,16165.8717,16231.97744,3746,258,3746,3753,259,3753,14.83745455,0.001675828,,6.643081774,6.58962266,31.37268293,26.114,8853.805876,8817.7482
6,4,110,115,2,27.64756098,0,0.395,30.04256098,0.241,1671,25.026,16231.97744,16476.11736,3753,259,3753,3743,259,3743,13.05704348,0.001518926,0,6.58962266,6.536163547,32.70060976,27.202,8596.235144,8853.805876
6,5,115,115,0,34.03658537,0,0.38,34.41658537,0.234,1673,28.29,16476.11736,17174.859,3743,259,3743,3741,258,3741,14.76,0.001647175,,6.536163547,6.482704434,30.04256098,25.026,8960.796,8596.235144
6,6,115,110,4,26.61463415,0,0.37,30.98463415,0.234,1675,26.114,17174.859,15499.9647,3741,258,3741,3750,259,3750,14.244,0.001684778,,6.482704434,6.429245321,34.41658537,28.29,8454.5262,8960.796
6,7,110,105,3,27.82195122,0,0.36,31.18195122,0.24,1663,26.114,15499.9647,15861.12132,3750,259,3750,3745,259,3745,14.92228571,0.001646416,0,6.429245321,6.375786208,30.98463415,26.114,9063.497897,8454.5262
6,8,105,120,4,27.90121951,0,0.403,32.30421951,0.265,1686,27.202,15861.12132,17097.00104,3745,259,3745,3755,259,3755,13.601,0.001591039,0,6.375786208,6.322327094,31.18195122,26.114,8548.50052,9063.497897
6,9,120,110,7,24.30121951,0,0.415,31.71621951,0.196,1679,27.202,17097.00104,16462.92242,3755,259,3755,3746,260,3746,14.83745455,0.001652319,0,6.322327094,6.268867981,32.30421951,27.202,8979.775865,8548.50052
6,10,110,115,5,25.35487805,0,0.423,30.77787805,0.219,1676,26.114,16462.92242,16422.05004,3746,260,3746,3744,259,3744,13.62469565,0.001590179,0,6.268867981,6.215408868,31.71621951,27.202,8568.026108,8979.775865
6,11,115,120,7,24.24756098,0,0.459,31.70656098,0.215,1672,27.202,16422.05004,16918.01188,3744,259,3744,3745,259,3745,13.601,0.001607872,0,6.215408868,6.161949755,30.77787805,26.114,8459.00594,8568.026108
6,12,120,110,4,24.52926829,0,0.448,28.97726829,0.207,1691,24.482,16918.01188,16899.9246,3745,259,3745,3743,260,3743,13.35381818,0.001448646,0,6.161949755,6.108490642,31.70656098,27.202,9218.140691,8459.00594
6,13,110,115,5,28.00609756,0,0.425,33.43109756,0.188,1662,28.29,16899.9246,16891.1103,3743,260,3743,3748,261,3748,14.76,0.001674845,0,6.108490642,6.055031528,28.97726829,24.482,8812.7532,9218.140691
6,14,115,110,5,25.37073171,0,0.41,30.78073171,0.197,1694,26.114,16891.1103,16902.02536,3748,261,3748,3747,261,3747,14.244,0.001545022,0,6.055031528,6.001572415,33.43109756,28.29,9219.28656,8812.7532
6,15,110,115,0,31.32926829,0,0.424,31.75326829,0.239,1681,26.114,16902.02536,17064.97672,3747,261,3747,3748,262,3748,13.62469565,0.001530269,0,6.001572415,5.948113302,30.78073171,26.114,8903.466115,9219.28656
6,16,115,115,5,26.72439024,0,0.388,32.11239024,0.247,1643,27.202,17064.97672,16375.05996,3748,262,3748,3742,262,3742,14.19234783,0.001661185,0,5.948113302,5.894654189,31.75326829,26.114,8543.509544,8903.466115
6,17,115,110,7,23.02926829,0,0.37,30.39926829,0.253,1675,26.114,16375.05996,16265.1049,3742,262,3742,3747,263,3747,14.244,0.001605523,0,5.894654189,5.841195075,32.11239024,27.202,8871.8754,8543.509544
6,18,110,110,6,24.22926829,0,0.366,30.59526829,0.268,1670,26.114,16265.1049,15971.06126,3747,263,3747,3747,263,3747,14.244,0.001635082,0,5.841195075,5.787735962,30.39926829,26.114,8711.48796,8871.8754
